Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurrence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
190380842,2/7/2019,2/7/2019,1100,2/7/2019,1105,303,,,697 WINDSOR ST SW,Day Watch,20,AUTO THEFT,710,2404,Mechanicsville,V,33.73584,-84.39856
190381072,2/7/2019,2/7/2019,1230,2/7/2019,1231,409,,,3131 CAMPBELLTON RD SW @WESTGATE PLAZA,Day Watch,18,AUTO THEFT,710,2404,Southwest,R,33.69258,-84.49266
190381288,2/7/2019,2/7/2019,1400,2/7/2019,1600,507,,,400 WHITEHALL ST SW,Evening Watch,11,AUTO THEFT,710,2404,Castleberry Hill,M,33.74506,-84.40017
190381319,2/7/2019,2/7/2019,1500,2/7/2019,1530,306,,,1919 METROPOLITAN PKWY SW,Evening Watch,18,AUTO THEFT,710,2404,Sylvan Hills,X,33.70278,-84.41017
190381332,2/7/2019,2/6/2019,2100,2/7/2019,1513,308,,,2074 THOMASVILLE DR SE,Evening Watch,20,AUTO THEFT,710,2404,Thomasville Heights,Z,33.69738,-84.35527
190382311,2/7/2019,2/7/2019,1915,2/7/2019,2140,602,,,1083 EUCLID AVE NE,Morning Watch,,AUTO THEFT,710,2404,Inman Park,N,33.76323,-84.35155
190380481,2/7/2019,2/7/2019,730,2/7/2019,735,306,,,1652 BREWER BLVD SW,Day Watch,13,ROBBERY-PEDESTRIAN,341,1206,Sylvan Hills,X,33.70969,-84.41701
190380564,2/7/2019,2/6/2019,1400,2/7/2019,800,404,,,302 LAUREL AVE SW,Evening Watch,13,LARCENY-NON VEHICLE,690,2399,Westview,T,33.74716,-84.44011
190381592,2/7/2019,1/31/2019,1800,2/1/2019,900,307,,,204 RHODESIA AVE SE,Unknown,,LARCENY-NON VEHICLE,690,2399,Lakewood Heights,Y,33.70753,-84.38154
190380770,2/7/2019,2/7/2019,1030,2/7/2019,1034,201,,,1325 WESLEY PL,Day Watch,13,ROBBERY-PEDESTRIAN,317,1299G,Margaret Mitchell,A,33.83566,-84.43159
190380426,2/7/2019,2/7/2019,600,2/7/2019,635,309,,,2263 METROPOLITAN PKWY SW,Day Watch,23,LARCENY-FROM VEHICLE,650,2304,Perkerson,X,33.69349,-84.40873
190380938,2/7/2019,2/6/2019,1800,2/7/2019,600,112,,,2770 DONALD LEE HOLLOWELL PKWY NW,Day Watch,99,LARCENY-FROM VEHICLE,650,2304,Collier Heights,I,33.77845,-84.47857
190380064,2/7/2019,2/6/2019,1851,2/7/2019,35,207,,,507 BISHOP ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Loring Heights,E,33.79257,-84.4046
190380159,2/7/2019,2/6/2019,2130,2/7/2019,130,602,,,644 N HIGHLAND AVE NE @Multiple,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Poncey-Highland,N,33.77183,-84.3529
190380451,2/7/2019,2/7/2019,200,2/7/2019,600,411,,0-5,3200 STONE RD SW,Morning Watch,26,LARCENY-FROM VEHICLE,640,2305,Greenbriar,R,33.6697,-84.49403
190380625,2/7/2019,2/6/2019,2200,2/7/2019,900,211,,1309,2479 PEACHTREE RD NE ,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Peachtree Hills,B,33.8225,-84.38652
190380633,2/7/2019,2/6/2019,1900,2/7/2019,920,601,,,934 PONCE DE LEON AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.77422,-84.3569
190380866,2/7/2019,2/7/2019,100,2/7/2019,700,612,,,1654 CECILE AVE SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,East Atlanta,W,33.73425,-84.33356
190380945,2/7/2019,2/7/2019,200,2/7/2019,1130,505,,,265 PONCE DE LEON AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77206,-84.37869
190381459,2/7/2019,2/7/2019,1550,2/7/2019,1550,212,,,181 ARMOUR DR NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,E,33.80902,-84.38284
190382080,2/7/2019,2/7/2019,1920,2/7/2019,1944,603,,455,635 ANGIER AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.76597,-84.36582
190382196,2/7/2019,2/7/2019,1944,2/7/2019,2020,503,,,1092 JUNIPER ST NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78419,-84.38237
190382433,2/7/2019,2/7/2019,2230,2/7/2019,2300,604,,,662 JOHN WESLEY DOBBS AVE NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.75954,-84.36568
190362024,2/7/2019,2/5/2019,900,2/5/2019,915,205,,,2020 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Wildwood (NPU-C),C,33.81022,-84.41347
190380862,2/7/2019,2/7/2019,1115,2/7/2019,1119,211,,,2525 PIEDMONT RD NE @HOME DEPOT,Day Watch,5,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.824,-84.36521
190381795,2/7/2019,2/7/2019,1720,2/7/2019,1737,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
190381819,2/7/2019,2/7/2019,1800,2/7/2019,1810,204,,,1801 HOWELL MILL RD NW,Evening Watch,,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
190382056,2/7/2019,2/7/2019,1933,2/7/2019,2000,410,,,2178 CAMPBELLTON RD SW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Campbellton Road,R,33.70514,-84.45947
190382408,2/7/2019,2/7/2019,2250,2/7/2019,2250,408,,,1469 CAMPBELLTON RD SW,Morning Watch,12,LARCENY-NON VEHICLE,630,2303,Venetian Hills,S,33.71409,-84.43661
190381327,2/7/2019,2/4/2019,1430,2/4/2019,1600,211,,,2333 PEACHTREE RD NE,Evening Watch,21,LARCENY-NON VEHICLE,610,2301,Peachtree Hills,B,33.81864,-84.38865
190390838,2/8/2019,2/8/2019,1015,2/8/2019,1020,603,,,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,Unknown,12,LARCENY-NON VEHICLE,630,2303,Old Fourth Ward,M,33.77067,-84.38023
190391074,2/8/2019,2/8/2019,1230,2/8/2019,1232,501,,,375 18TH ST NW @TARGET ,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Atlantic Station,E,33.79303,-84.39921
190391170,2/8/2019,2/8/2019,1320,2/8/2019,1320,210,,,3393 PEACHTREE RD NE @LENOX MALL,Day Watch,,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
190391262,2/8/2019,2/8/2019,1410,2/8/2019,1418,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Evening Watch,99,LARCENY-NON VEHICLE,630,2303,Greenbriar,R,33.68677,-84.49773
190391366,2/8/2019,2/8/2019,1300,2/8/2019,1400,102,,,835 MARTIN LUTHER KING JR DR NW ,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Vine City,L,33.75504,-84.41457
190391395,2/8/2019,2/8/2019,1715,2/8/2019,1725,501,,,1380 ATLANTIC DR NW @ATHLETE'S FOOT - ATLANTIC,Evening Watch,,LARCENY-NON VEHICLE,630,2303,Atlantic Station,E,33.79282,-84.39779
190391408,2/8/2019,2/8/2019,1515,2/8/2019,1520,506,,,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,Evening Watch,,LARCENY-NON VEHICLE,630,2303,Midtown,E,33.77469,-84.36561
190391754,2/8/2019,2/8/2019,1700,2/8/2019,1743,204,,,1801 HOWELL MILL RD NW,Evening Watch,7,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
190390062,2/8/2019,2/8/2019,100,2/8/2019,140,301,,,675 METROPOLITAN PKWY SW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Adair Park,V,33.73653,-84.41018
190390068,2/8/2019,2/7/2019,845,2/8/2019,32,602,,,676 N HIGHLAND AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Poncey-Highland,N,33.77294,-84.35263
190390145,2/8/2019,2/7/2019,1810,2/8/2019,15,507,,,242 PETERS ST SW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Castleberry Hill,M,33.74768,-84.40095
190390508,2/8/2019,2/7/2019,2230,2/8/2019,700,414,,,2739 DEERWOOD LN SW,Unknown,18,LARCENY-FROM VEHICLE,640,2305,Ben Hill,P,33.67233,-84.51565
190390676,2/8/2019,2/7/2019,2230,2/8/2019,901,411,,M,3200 STONE RD SW,Evening Watch,26,LARCENY-FROM VEHICLE,640,2305,Greenbriar,R,33.6697,-84.49403
190390963,2/8/2019,2/7/2019,2200,2/8/2019,1125,402,,,820 ROCHELLE DR SW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Oakland City,S,33.73278,-84.43368
190390974,2/8/2019,2/7/2019,2000,2/8/2019,1100,503,,,1078 PIEDMONT AVE NE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78408,-84.37912
190390978,2/8/2019,2/8/2019,1120,2/8/2019,1138,209,,,700 STOVALL BLVD NE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.86354,-84.36427
190391145,2/8/2019,2/8/2019,930,2/8/2019,1230,110,,4203,921 WESTMORELAND CIR NW,Day Watch,26,LARCENY-FROM VEHICLE,640,2305,West Highlands,G,33.79009,-84.44969
190391189,2/8/2019,2/8/2019,100,2/8/2019,900,501,,,1371 MARKET ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Atlantic Station,E,33.7921,-84.39466
190391218,2/8/2019,2/7/2019,2000,2/8/2019,1300,211,,1462,741 MOROSGO DR NE,Evening Watch,26,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82296,-84.36346
190391251,2/8/2019,2/8/2019,930,2/8/2019,1400,508,,,103 LUCKIE ST NW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75762,-84.38953
190391538,2/8/2019,2/8/2019,730,2/8/2019,1620,210,,,3405 LENOX RD NE @TERRACE GARDEN INN,Unknown,18,LARCENY-FROM VEHICLE,640,2305,Lenox,B,33.848,-84.35947
190392211,2/8/2019,2/8/2019,1700,2/8/2019,2140,207,,,1845 PEACHTREE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Brookwood Hills,E,33.80538,-84.39373
190392225,2/8/2019,2/8/2019,1800,2/8/2019,2150,213,,,1694 PINE RIDGE DR NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Morningside/Lenox Park,F,33.80104,-84.3602
190392284,2/8/2019,2/8/2019,2045,2/8/2019,2240,205,,,1991 HOWELL MILL RD NW,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Channing Valley,C,33.80902,-84.41277
190391739,2/8/2019,1/18/2019,1,2/8/2019,1500,306,,,1758 LISBON DR SW,Evening Watch,20,LARCENY-NON VEHICLE,670,2308,Sylvan Hills,X,33.70661,-84.41189
190390851,2/8/2019,2/7/2019,2100,2/8/2019,700,501,,,422 RICHARDS ST NW,Morning Watch,20,LARCENY-NON VEHICLE,660,2317,Home Park,E,33.78353,-84.40091
190391849,2/8/2019,2/7/2019,2100,2/8/2019,900,210,,5511,3450 ROXBORO RD NE,Evening Watch,18,LARCENY-NON VEHICLE,660,2317,Buckhead Heights,B,33.84898,-84.35426
190391061,2/8/2019,1/31/2019,2200,1/31/2019,2210,206,,,500 PHARR RD NE,Evening Watch,21,LARCENY-NON VEHICLE,690,2399,Buckhead Village,B,33.8371,-84.37185
190390167,2/8/2019,2/8/2019,138,2/8/2019,145,401,,,515 LEE ST SW,Morning Watch,18,AUTO THEFT,710,2404,West End,T,33.74089,-84.41445
190390397,2/8/2019,2/8/2019,450,2/8/2019,451,312,,5,40 MOUNT ZION RD SE,Morning Watch,20,AUTO THEFT,710,2404,Glenrose Heights,Z,33.67285,-84.38729
190390442,2/8/2019,2/7/2019,830,2/8/2019,600,311,P,7,2905 SPRINGDALE RD SW,Day Watch,26,AUTO THEFT,710,2404,Hammond Park,X,33.67597,-84.41601
190390593,2/8/2019,2/8/2019,800,2/8/2019,815,212,,1235,1925 MONROE DR NE,Day Watch,18,AUTO THEFT,710,2404,Piedmont Heights,F,33.80856,-84.37506
190390895,2/8/2019,2/7/2019,2100,2/8/2019,1048,505,,1204,619 MYRTLE ST NE,Day Watch,18,AUTO THEFT,710,2404A,Midtown,E,33.77154,-84.38024
190390918,2/8/2019,2/7/2019,1900,2/8/2019,1030,605,,,290 MARTIN L KING JR DR SE,Day Watch,,AUTO THEFT,710,2404,Oakland,W,33.74824,-84.37749
190391332,2/8/2019,2/8/2019,1455,2/8/2019,1457,401,,,545 LEE ST SW,Evening Watch,21,ROBBERY-COMMERCIAL,312,1201,West End,T,33.74003,-84.41438
190391056,2/8/2019,2/8/2019,1200,2/8/2019,1218,212,,,415 ARMOUR DR NE,Day Watch,26,AGG ASSAULT,430,1315,,F,33.81267,-84.37412
190391392,2/8/2019,2/8/2019,1445,2/8/2019,1500,210,,,3393 LENOX RD NE,Evening Watch,13,AGG ASSAULT,410,1314,Lenox,B,33.84756,-84.3598
190391959,2/8/2019,2/8/2019,1900,2/8/2019,1910,310,,,257 POLAR ROCK RD SW,Evening Watch,20,AGG ASSAULT,410,1314,Polar Rock,Z,33.69623,-84.39766
190392219,2/8/2019,2/8/2019,2140,2/8/2019,2150,111,,,2952 MIDDLETON RD NW,Evening Watch,26,HOMICIDE,110,911,,I,33.75378,-84.48815
190392219,2/8/2019,2/8/2019,2140,2/8/2019,2150,111,,,2952 MIDDLETON RD NW,Evening Watch,26,ROBBERY-PEDESTRIAN,311,1204,,I,33.75378,-84.48815
190391223,2/8/2019,2/8/2019,1304,2/8/2019,1350,303,,,462 WHITEHALL TER SW,Evening Watch,26,BURGLARY-RESIDENCE,521,2204,Mechanicsville,V,33.74242,-84.40186
190390749,2/8/2019,2/8/2019,800,2/8/2019,930,106,,,996 CARR ST NW,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Knight Park/Howell Station,K,33.78219,-84.42631
190390693,2/8/2019,2/6/2019,1800,2/8/2019,900,409,,,2286 CASCADE RD SW,Morning Watch,24,BURGLARY-NONRES,512,2203,Adams Park,R,33.72234,-84.46331
190390993,2/8/2019,2/7/2019,2115,2/8/2019,745,210,,950,3475 LENOX RD NE,Morning Watch,5,BURGLARY-NONRES,512,2203,Lenox,B,33.84996,-84.36139
190392147,2/8/2019,2/8/2019,2040,2/8/2019,2051,211,,,2175 PIEDMONT RD NE,Evening Watch,,BURGLARY-NONRES,512,2203,Lindridge/Martin Manor,F,33.81716,-84.36632
190400282,2/9/2019,2/9/2019,241,2/9/2019,255,204,,,2118 DEFOORS FERRY RD NW,Morning Watch,23,BURGLARY-NONRES,512,2203,Underwood Hills,D,33.81348,-84.42632
190400526,2/9/2019,2/9/2019,47,2/9/2019,743,212,,,251 ARMOUR DR NE,Morning Watch,5,BURGLARY-NONRES,512,2203,,E,33.81158,-84.37923
190400604,2/9/2019,2/9/2019,850,2/9/2019,850,302,,,897 WELCH ST SW @KINDEZI GIDEONS,Day Watch,6,BURGLARY-NONRES,512,2203,Pittsburgh,V,33.73065,-84.40544
190400672,2/9/2019,2/9/2019,300,2/9/2019,350,603,,,215 NORTH AVE NE @SAVANNAH MIDTOWN,Day Watch,5,BURGLARY-NONRES,512,2203,Old Fourth Ward,M,33.7706,-84.38034
190401053,2/9/2019,2/9/2019,1421,2/9/2019,1421,307,,,369 S BEND AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Lakewood Heights,Y,33.70482,-84.37647
190401091,2/9/2019,2/5/2019,2230,2/9/2019,1430,312,,1217,183 MOUNT ZION RD SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Glenrose Heights,Z,33.67268,-84.38507
190401134,2/9/2019,2/9/2019,1512,2/9/2019,1512,307,,,44 LETHEA ST SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Lakewood Heights,Y,33.71046,-84.37869
190401968,2/9/2019,2/9/2019,1630,2/9/2019,2237,305,,805,201 MOURY AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,The Villages at Carver,Y,33.71691,-84.39276
190400109,2/9/2019,2/8/2019,1200,2/9/2019,30,605,,B,773 ELOISE CT SE,Morning Watch,26,BURGLARY-RESIDENCE,521,2204,Grant Park,W,33.73456,-84.36196
190400481,2/9/2019,2/9/2019,615,2/9/2019,636,310,,2701,585 MCWILLIAMS RD SE,Evening Watch,26,ROBBERY-PEDESTRIAN,311,1212,Browns Mill Park,Z,33.6887,-84.36924
190400306,2/9/2019,2/9/2019,300,2/9/2019,311,206,,,3177 PEACHTREE ST NE,Morning Watch,18,HOMICIDE,110,903,Buckhead Village,B,33.84031,-84.37588
190401294,2/9/2019,2/9/2019,1629,2/9/2019,1630,110,,,867 HOLLYWOOD RD NW,Evening Watch,20,AGG ASSAULT,430,1315,Grove Park,J,33.77873,-84.45367
190402068,2/9/2019,2/9/2019,2330,2/9/2019,2345,611,,1427,1427 FOREST LAKES AVE SE,Morning Watch,26,AGG ASSAULT,430,1315,The Villages at East Lake,O,33.74317,-84.3137
190401082,2/9/2019,2/9/2019,1435,2/9/2019,1658,303,,3111,565 MCDANIEL ST SW,Evening Watch,26,AGG ASSAULT,420,1315K,Mechanicsville,V,33.73977,-84.40237
190400096,2/9/2019,2/8/2019,2100,2/9/2019,30,207,,,1968 PEACHTREE RD NW ,Morning Watch,18,AUTO THEFT,710,2404A,,E,33.80881,-84.3951
190400173,2/9/2019,2/9/2019,131,2/9/2019,132,611,,,2371 GLENWOOD AVE SE,Morning Watch,23,AUTO THEFT,710,2404,East Lake,O,33.73966,-84.30934
190400196,2/9/2019,2/8/2019,908,2/9/2019,143,212,,2311,2115 PIEDMONT RD NE,Day Watch,18,AUTO THEFT,710,2404,Morningside/Lenox Park,F,33.81274,-84.36659
190400817,2/9/2019,2/9/2019,1100,2/9/2019,1130,502,,,1280 PEACHTREE ST NE @WOODRUFF ARTS CENTER,Day Watch,13,AUTO THEFT,710,2404,Midtown,E,33.78934,-84.38535
190401653,2/9/2019,2/9/2019,1400,2/9/2019,1929,207,,5407,507 BISHOP ST NW,Evening Watch,18,AUTO THEFT,710,2404,Loring Heights,E,33.79231,-84.40486
190401863,2/9/2019,2/9/2019,1915,2/9/2019,2115,507,,,333 NELSON ST SW,Evening Watch,18,AUTO THEFT,710,2404,Castleberry Hill,M,33.75149,-84.39906
190401917,2/9/2019,2/9/2019,1600,2/9/2019,2306,409,,11-G,2909 CAMPBELLTON RD SW,Morning Watch,20,AUTO THEFT,710,2404,Southwest,R,33.69869,-84.48265
190400037,2/9/2019,2/7/2019,830,2/7/2019,845,306,,,728 CASPLAN ST SW,Morning Watch,20,AUTO THEFT,730,2434,Sylvan Hills,X,33.70588,-84.41201
190401333,2/9/2019,2/9/2019,1600,2/9/2019,1640,204,,,1356 HANOVER WEST DR NW,Evening Watch,20,AUTO THEFT,730,2434,Hanover West,C,33.82317,-84.43195
190400579,2/9/2019,2/8/2019,1800,2/9/2019,800,207,,,2025 PEACHTREE RD NE @DARLINGTON APARTMEN,Morning Watch,6,LARCENY-NON VEHICLE,670,2308,,E,33.80965,-84.39144
190400582,2/9/2019,2/8/2019,1900,2/9/2019,700,413,,,3378 GREENBRIAR PKWY SW,Morning Watch,99,LARCENY-NON VEHICLE,670,2308,,P,33.68299,-84.50129
190401382,2/9/2019,2/9/2019,1710,2/9/2019,1710,308,,,1074 VALLEY VIEW RD SE,Evening Watch,20,LARCENY-NON VEHICLE,670,2308,Leila Valley,Z,33.69173,-84.35269
190401682,2/9/2019,2/9/2019,900,2/9/2019,1800,512,,1305,225 CENTRAL AVE SW,Evening Watch,20,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.74833,-84.39183
190400687,2/9/2019,2/9/2019,956,2/9/2019,1000,505,,,867 PEACHTREE ST NE,Day Watch,21,ROBBERY-COMMERCIAL,332,1202,Midtown,E,33.77829,-84.38421
190401472,2/9/2019,12/1/2018,0,2/9/2019,1800,311,,,2794 METROPOLITAN PKWY SW,Evening Watch,29,LARCENY-FROM VEHICLE,650,2304,Hammond Park,X,33.67849,-84.40759
190400003,2/9/2019,2/8/2019,2200,2/9/2019,0,601,,,710 CLEBURNE TER NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Poncey-Highland,N,33.77373,-84.3536
190400116,2/9/2019,2/9/2019,1,2/9/2019,11,604,,,676 HIGHLAND AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.76142,-84.36492
190400117,2/9/2019,2/9/2019,50,2/9/2019,56,401,,,653 PEEPLES ST SW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,West End,T,33.73714,-84.42079
190400118,2/9/2019,2/9/2019,0,2/9/2019,50,606,,,186 CARROLL ST SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Cabbagetown,N,33.74937,-84.36808
190400121,2/9/2019,2/8/2019,1930,2/8/2019,2030,503,,,173 14TH ST NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78626,-84.38172
190400132,2/9/2019,2/8/2019,2330,2/9/2019,45,602,,,309 N HIGHLAND AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.76299,-84.35777
190400156,2/9/2019,2/9/2019,100,2/9/2019,118,605,,,300 MARTIN L KING JR DR SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Oakland,W,33.74803,-84.37875
190400490,2/9/2019,2/9/2019,30,2/9/2019,630,207,,,669 ANTONE ST NW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Berkeley Park,D,33.79838,-84.41001
190400546,2/9/2019,2/8/2019,2000,2/9/2019,756,505,,2214,265 PONCE DE LEON AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77248,-84.37857
190400616,2/9/2019,2/8/2019,2030,2/9/2019,830,608,,2,433 EUCLID TER NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Candler Park,N,33.76606,-84.34688
190400644,2/9/2019,2/7/2019,2230,2/8/2019,800,201,,,14 OLD PACES PL NW,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,Paces,A,33.8483,-84.43471
190400656,2/9/2019,2/8/2019,2200,2/8/2019,2230,603,,,265 PONCE DE LEON AVE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77206,-84.37869
190400708,2/9/2019,2/8/2019,2200,2/9/2019,1000,109,,,2440 BAKER RD NW,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Center Hill,J,33.76934,-84.46777
190400873,2/9/2019,2/8/2019,1830,2/9/2019,1215,604,,1301,1301 MCGILL PARK AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.76205,-84.37598
190400901,2/9/2019,2/9/2019,200,2/9/2019,1300,502,APT,1607,188 14TH ST NE,Day Watch,14,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78657,-84.3812
190400997,2/9/2019,2/8/2019,1700,2/9/2019,1340,511,,,35 WALL ST SE,Day Watch,11,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75268,-84.38914
190401031,2/9/2019,2/4/2019,800,2/4/2019,1200,305,,,180 HARRIETT ST SE,Evening Watch,99,LARCENY-FROM VEHICLE,640,2305,South Atlanta,Y,33.71601,-84.38265
190401113,2/9/2019,2/9/2019,35,2/9/2019,40,603,,3609,215 NORTH AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.77117,-84.38025
190401321,2/9/2019,2/9/2019,1248,2/9/2019,1720,510,,,181 PEACHTREE ST NE @RITZ,Unknown,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75861,-84.3872
190401392,2/9/2019,2/9/2019,1545,2/9/2019,1715,511,,,15 PEACHTREE ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75369,-84.39043
190401512,2/9/2019,2/9/2019,1806,2/9/2019,1806,308,,C-13,2520 JONESBORO RD SE,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,Leila Valley,Z,33.68463,-84.36481
190401702,2/9/2019,2/9/2019,1800,2/9/2019,1956,310,,223,500 CLEVELAND AVE SE,Evening Watch,26,LARCENY-FROM VEHICLE,640,2305,Browns Mill Park,Z,33.68149,-84.36933
190401719,2/9/2019,2/9/2019,1400,2/9/2019,2003,506,,,931 MONROE DR NE ,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77909,-84.36717
190401789,2/9/2019,2/9/2019,1946,2/9/2019,2030,501,,,1371 MARKET ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Atlantic Station,E,33.7921,-84.39466
190401843,2/9/2019,2/9/2019,2000,2/9/2019,2115,603,,,587 RALPH MCGILL BLVD NE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.76374,-84.36805
190401991,2/9/2019,2/9/2019,1730,2/9/2019,2245,605,,,290 MARTIN L KING JR DR SE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Oakland,W,33.74824,-84.37749
190400726,2/9/2019,2/9/2019,1020,2/9/2019,1035,210,,,3393 PEACHTREE RD NE,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
190400767,2/9/2019,2/9/2019,1056,2/9/2019,1057,204,,,1801 HOWELL MILL RD NW,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
190400953,2/9/2019,2/9/2019,1220,2/9/2019,1235,210,,,3393 PEACHTREE RD NE @LENOX MALL,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
190401373,2/9/2019,2/9/2019,1700,2/9/2019,1759,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
190401486,2/9/2019,2/9/2019,1700,2/9/2019,1900,503,,,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Midtown,E,33.78014,-84.38747
190401516,2/9/2019,2/9/2019,1811,2/9/2019,1815,204,,,1801 HOWELL MILL RD NW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
190401635,2/9/2019,2/9/2019,1920,2/9/2019,1930,104,,,1720 MARTIN L KING JR DR SW,Evening Watch,23,LARCENY-NON VEHICLE,630,2303,Mozley Park,K,33.75083,-84.44341
190410714,2/10/2019,2/10/2019,1120,2/10/2019,1139,206,,,3221 PEACHTREE RD NE,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Buckhead Village,B,33.84218,-84.37344
190410748,2/10/2019,2/10/2019,1200,2/10/2019,1207,102,,,835 MARTIN L KING JR DR NW,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Vine City,L,33.75504,-84.41457
190410895,2/10/2019,2/10/2019,1410,2/10/2019,1443,204,,,1801 HOWELL MILL RD NW,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
